@relation location
@attribute day numeric
@attribute hour numeric
@attribute lattitude numeric
@attribute longitude numeric
@data
0, 8.167, -6.192598000002526, 106.79755200000253
0, 8.334, -6.192598000002526, 106.79755200000253
0, 8.500999, -6.192756999997473, 106.79772800000252
0, 8.667999, -6.192598000002526, 106.79755200000253
0, 8.834999, -6.192557000002526, 106.79772800000252
1, 8.167, -6.192797999997474, 106.79755200000253
1, 8.334, -6.192797999997474, 106.79775199999747
1, 8.500999, -6.192756999997473, 106.79772800000252
1, 8.667999, -6.192756999997473, 106.79792799999747
1, 8.834999, -6.192557000002526, 106.79792799999747
2, 8.167, -6.192864999997473, 106.79781800000252
2, 8.334, -6.192812999997474, 106.79795799999748
2, 8.500999, -6.192756999997473, 106.79792799999747
2, 8.667999, -6.192812999997474, 106.79775800000253
2, 8.834999, -6.192756999997473, 106.79772800000252
3, 8.167, -6.192696999997474, 106.79798299999747
3, 8.334, -6.192598000002526, 106.79755200000253
3, 8.500999, -6.192812999997474, 106.79775800000253
3, 8.667999, -6.192681999997474, 106.79759000000253
3, 8.834999, -6.192756999997473, 106.79792799999747
4, 8.167, -6.192613000002527, 106.79795799999748
4, 8.334, -6.192812999997474, 106.79775800000253
4, 8.500999, -6.192482000002526, 106.79778999999748
4, 8.667999, -6.192557000002526, 106.79792799999747
4, 8.834999, -6.192665000002526, 106.79801799999747
5, 8.167, -6.192557000002526, 106.79772800000252
5, 8.334, -6.192797999997474, 106.79755200000253
5, 8.500999, -6.192598000002526, 106.79755200000253
5, 8.667999, -6.192665000002526, 106.79801799999747
5, 8.834999, -6.192497000002526, 106.79778300000253
6, 8.167, -6.192665000002526, 106.79801799999747
6, 8.334, -6.192864999997473, 106.79781800000252
6, 8.500999, -6.192756999997473, 106.79792799999747
6, 8.667999, -6.192482000002526, 106.79778999999748
6, 8.834999, -6.192557000002526, 106.79792799999747
0, 8.167, -6.192681999997474, 106.79778999999748
0, 8.334, -6.192557000002526, 106.79792799999747
0, 8.500999, -6.192756999997473, 106.79772800000252
0, 8.667999, -6.192482000002526, 106.79759000000253
0, 8.834999, -6.192696999997474, 106.79798299999747
1, 8.167, -6.192864999997473, 106.79781800000252
1, 8.334, -6.192812999997474, 106.79795799999748
1, 8.500999, -6.192497000002526, 106.79798299999747
1, 8.667999, -6.192665000002526, 106.79781800000252
1, 8.834999, -6.192497000002526, 106.79798299999747
2, 8.167, -6.192797999997474, 106.79775199999747
2, 8.334, -6.192812999997474, 106.79775800000253
2, 8.500999, -6.192598000002526, 106.79775199999747
2, 8.667999, -6.192613000002527, 106.79775800000253
2, 8.834999, -6.192797999997474, 106.79755200000253
3, 8.167, -6.192797999997474, 106.79755200000253
3, 8.334, -6.192665000002526, 106.79801799999747
3, 8.500999, -6.192696999997474, 106.79778300000253
3, 8.667999, -6.192812999997474, 106.79775800000253
3, 8.834999, -6.192482000002526, 106.79778999999748
4, 8.167, -6.192812999997474, 106.79775800000253
4, 8.334, -6.192482000002526, 106.79778999999748
4, 8.500999, -6.192797999997474, 106.79775199999747
4, 8.667999, -6.192482000002526, 106.79759000000253
4, 8.834999, -6.192696999997474, 106.79778300000253
5, 8.167, -6.192812999997474, 106.79795799999748
5, 8.334, -6.192665000002526, 106.79781800000252
5, 8.500999, -6.192482000002526, 106.79759000000253
5, 8.667999, -6.192864999997473, 106.79801799999747
5, 8.834999, -6.192696999997474, 106.79778300000253
6, 8.167, -6.192797999997474, 106.79775199999747
6, 8.334, -6.192665000002526, 106.79781800000252
6, 8.500999, -6.192797999997474, 106.79775199999747
6, 8.667999, -6.192557000002526, 106.79792799999747
6, 8.834999, -6.192696999997474, 106.79778300000253
0, 8.167, -6.192497000002526, 106.79798299999747
0, 8.334, -6.192797999997474, 106.79775199999747
0, 8.500999, -6.192864999997473, 106.79781800000252
0, 8.667999, -6.192557000002526, 106.79792799999747
0, 8.834999, -6.192812999997474, 106.79795799999748
1, 8.167, -6.192598000002526, 106.79755200000253
1, 8.334, -6.192681999997474, 106.79778999999748
1, 8.500999, -6.192557000002526, 106.79772800000252
1, 8.667999, -6.192482000002526, 106.79778999999748
1, 8.834999, -6.192598000002526, 106.79755200000253
2, 8.167, -6.192864999997473, 106.79781800000252
2, 8.334, -6.192756999997473, 106.79792799999747
2, 8.500999, -6.192557000002526, 106.79772800000252
2, 8.667999, -6.192598000002526, 106.79775199999747
2, 8.834999, -6.192864999997473, 106.79801799999747
3, 8.167, -6.192797999997474, 106.79755200000253
3, 8.334, -6.192756999997473, 106.79772800000252
3, 8.500999, -6.192557000002526, 106.79792799999747
3, 8.667999, -6.192864999997473, 106.79801799999747
3, 8.834999, -6.192681999997474, 106.79778999999748
4, 8.167, -6.192797999997474, 106.79755200000253
4, 8.334, -6.192598000002526, 106.79775199999747
4, 8.500999, -6.192482000002526, 106.79759000000253
4, 8.667999, -6.192482000002526, 106.79778999999748
4, 8.834999, -6.192812999997474, 106.79795799999748
5, 8.167, -6.192497000002526, 106.79798299999747
5, 8.334, -6.192598000002526, 106.79755200000253
5, 8.500999, -6.192482000002526, 106.79778999999748
5, 8.667999, -6.192497000002526, 106.79798299999747
5, 8.834999, -6.192797999997474, 106.79775199999747
6, 8.167, -6.192864999997473, 106.79801799999747
