@relation location
@attribute day numeric
@attribute hour numeric
@attribute lattitude numeric
@attribute longitude numeric
@data
0, 11.005997, -6.192665000002526, 106.79781800000252
0, 11.1729965, -6.192756999997473, 106.79772800000252
0, 11.339996, -6.192864999997473, 106.79801799999747
0, 11.506996, -6.192482000002526, 106.79759000000253
0, 11.673996, -6.192681999997474, 106.79759000000253
0, 11.840996, -6.192497000002526, 106.79778300000253
1, 11.005997, -6.192557000002526, 106.79792799999747
1, 11.1729965, -6.192665000002526, 106.79801799999747
1, 11.339996, -6.192696999997474, 106.79778300000253
1, 11.506996, -6.192812999997474, 106.79775800000253
1, 11.673996, -6.192812999997474, 106.79795799999748
1, 11.840996, -6.192482000002526, 106.79778999999748
2, 11.005997, -6.192756999997473, 106.79792799999747
2, 11.1729965, -6.192665000002526, 106.79781800000252
2, 11.339996, -6.192598000002526, 106.79775199999747
2, 11.506996, -6.192756999997473, 106.79772800000252
2, 11.673996, -6.192756999997473, 106.79772800000252
2, 11.840996, -6.192864999997473, 106.79801799999747
3, 11.005997, -6.192613000002527, 106.79775800000253
3, 11.1729965, -6.192613000002527, 106.79775800000253
3, 11.339996, -6.192497000002526, 106.79798299999747
3, 11.506996, -6.192497000002526, 106.79798299999747
3, 11.673996, -6.192497000002526, 106.79798299999747
3, 11.840996, -6.192497000002526, 106.79798299999747
4, 11.005997, -6.192557000002526, 106.79772800000252
4, 11.1729965, -6.192665000002526, 106.79781800000252
4, 11.339996, -6.192797999997474, 106.79775199999747
4, 11.506996, -6.192665000002526, 106.79801799999747
4, 11.673996, -6.192482000002526, 106.79759000000253
4, 11.840996, -6.192598000002526, 106.79775199999747
5, 11.005997, -6.192696999997474, 106.79778300000253
5, 11.1729965, -6.192756999997473, 106.79772800000252
5, 11.339996, -6.192756999997473, 106.79772800000252
5, 11.506996, -6.192557000002526, 106.79772800000252
5, 11.673996, -6.192598000002526, 106.79755200000253
5, 11.840996, -6.192756999997473, 106.79792799999747
6, 11.005997, -6.192665000002526, 106.79781800000252
6, 11.1729965, -6.192696999997474, 106.79778300000253
6, 11.339996, -6.192482000002526, 106.79759000000253
6, 11.506996, -6.192665000002526, 106.79801799999747
6, 11.673996, -6.192681999997474, 106.79778999999748
6, 11.840996, -6.192598000002526, 106.79775199999747
0, 11.005997, -6.192557000002526, 106.79772800000252
0, 11.1729965, -6.192681999997474, 106.79759000000253
0, 11.339996, -6.192681999997474, 106.79759000000253
0, 11.506996, -6.192613000002527, 106.79775800000253
0, 11.673996, -6.192598000002526, 106.79755200000253
0, 11.840996, -6.192696999997474, 106.79798299999747
1, 11.005997, -6.192696999997474, 106.79798299999747
1, 11.1729965, -6.192482000002526, 106.79759000000253
1, 11.339996, -6.192864999997473, 106.79801799999747
1, 11.506996, -6.192613000002527, 106.79795799999748
1, 11.673996, -6.192613000002527, 106.79775800000253
1, 11.840996, -6.192797999997474, 106.79755200000253
2, 11.005997, -6.192557000002526, 106.79772800000252
2, 11.1729965, -6.192696999997474, 106.79798299999747
2, 11.339996, -6.192665000002526, 106.79801799999747
2, 11.506996, -6.192812999997474, 106.79775800000253
2, 11.673996, -6.192665000002526, 106.79801799999747
2, 11.840996, -6.192864999997473, 106.79801799999747
3, 11.005997, -6.192557000002526, 106.79772800000252
3, 11.1729965, -6.192812999997474, 106.79795799999748
3, 11.339996, -6.192797999997474, 106.79755200000253
3, 11.506996, -6.192557000002526, 106.79792799999747
3, 11.673996, -6.192812999997474, 106.79795799999748
3, 11.840996, -6.192557000002526, 106.79792799999747
4, 11.005997, -6.192756999997473, 106.79792799999747
4, 11.1729965, -6.192812999997474, 106.79795799999748
4, 11.339996, -6.192497000002526, 106.79778300000253
4, 11.506996, -6.192864999997473, 106.79781800000252
4, 11.673996, -6.192812999997474, 106.79775800000253
4, 11.840996, -6.192613000002527, 106.79775800000253
5, 11.005997, -6.192613000002527, 106.79775800000253
5, 11.1729965, -6.192812999997474, 106.79795799999748
5, 11.339996, -6.192756999997473, 106.79792799999747
5, 11.506996, -6.192864999997473, 106.79781800000252
5, 11.673996, -6.192812999997474, 106.79795799999748
5, 11.840996, -6.192613000002527, 106.79795799999748
6, 11.005997, -6.192756999997473, 106.79792799999747
6, 11.1729965, -6.192864999997473, 106.79781800000252
6, 11.339996, -6.192613000002527, 106.79795799999748
6, 11.506996, -6.192557000002526, 106.79772800000252
6, 11.673996, -6.192812999997474, 106.79795799999748
6, 11.840996, -6.192756999997473, 106.79792799999747
0, 11.005997, -6.192497000002526, 106.79798299999747
0, 11.1729965, -6.192665000002526, 106.79801799999747
0, 11.339996, -6.192613000002527, 106.79775800000253
0, 11.506996, -6.192557000002526, 106.79772800000252
0, 11.673996, -6.192598000002526, 106.79755200000253
0, 11.840996, -6.192696999997474, 106.79778300000253
1, 11.005997, -6.192557000002526, 106.79772800000252
1, 11.1729965, -6.192864999997473, 106.79801799999747
1, 11.339996, -6.192482000002526, 106.79778999999748
1, 11.506996, -6.192482000002526, 106.79759000000253
1, 11.673996, -6.192696999997474, 106.79778300000253
1, 11.840996, -6.192681999997474, 106.79778999999748
2, 11.005997, -6.192665000002526, 106.79801799999747
2, 11.1729965, -6.192497000002526, 106.79778300000253
2, 11.339996, -6.192665000002526, 106.79781800000252
2, 11.506996, -6.192557000002526, 106.79792799999747
2, 11.673996, -6.192598000002526, 106.79755200000253
2, 11.840996, -6.192756999997473, 106.79772800000252
3, 11.005997, -6.192665000002526, 106.79801799999747
3, 11.1729965, -6.192557000002526, 106.79792799999747
3, 11.339996, -6.192482000002526, 106.79759000000253
3, 11.506996, -6.192482000002526, 106.79778999999748
3, 11.673996, -6.192665000002526, 106.79801799999747
3, 11.840996, -6.192665000002526, 106.79781800000252
4, 11.005997, -6.192497000002526, 106.79778300000253
4, 11.1729965, -6.192557000002526, 106.79792799999747
4, 11.339996, -6.192681999997474, 106.79778999999748
4, 11.506996, -6.192681999997474, 106.79778999999748
4, 11.673996, -6.192696999997474, 106.79798299999747
4, 11.840996, -6.192497000002526, 106.79798299999747
5, 11.005997, -6.192598000002526, 106.79755200000253
5, 11.1729965, -6.192864999997473, 106.79801799999747
5, 11.339996, -6.192613000002527, 106.79795799999748
5, 11.506996, -6.192681999997474, 106.79778999999748
5, 11.673996, -6.192812999997474, 106.79775800000253
5, 11.840996, -6.192598000002526, 106.79775199999747
6, 11.005997, -6.192598000002526, 106.79755200000253
6, 11.1729965, -6.192797999997474, 106.79755200000253
6, 11.339996, -6.192864999997473, 106.79781800000252
6, 11.506996, -6.192613000002527, 106.79795799999748
6, 11.673996, -6.192665000002526, 106.79781800000252
6, 11.840996, -6.192497000002526, 106.79798299999747
0, 11.005997, -6.192598000002526, 106.79755200000253
0, 11.1729965, -6.192497000002526, 106.79778300000253
0, 11.339996, -6.192797999997474, 106.79775199999747
0, 11.506996, -6.192598000002526, 106.79775199999747
0, 11.673996, -6.192756999997473, 106.79792799999747
0, 11.840996, -6.192797999997474, 106.79775199999747
1, 11.005997, -6.192497000002526, 106.79778300000253
1, 11.1729965, -6.192756999997473, 106.79792799999747
1, 11.339996, -6.192482000002526, 106.79759000000253
1, 11.506996, -6.192797999997474, 106.79755200000253
1, 11.673996, -6.192812999997474, 106.79775800000253
1, 11.840996, -6.192696999997474, 106.79778300000253
2, 11.005997, -6.192598000002526, 106.79755200000253
2, 11.1729965, -6.192613000002527, 106.79795799999748
2, 11.339996, -6.192864999997473, 106.79801799999747
2, 11.506996, -6.192598000002526, 106.79775199999747
2, 11.673996, -6.192557000002526, 106.79772800000252
2, 11.840996, -6.192598000002526, 106.79755200000253
3, 11.005997, -6.192812999997474, 106.79795799999748
3, 11.1729965, -6.192681999997474, 106.79778999999748
3, 11.339996, -6.192756999997473, 106.79772800000252
3, 11.506996, -6.192665000002526, 106.79781800000252
3, 11.673996, -6.192756999997473, 106.79792799999747
3, 11.840996, -6.192598000002526, 106.79775199999747
4, 11.005997, -6.192613000002527, 106.79795799999748
4, 11.1729965, -6.192797999997474, 106.79755200000253
4, 11.339996, -6.192756999997473, 106.79792799999747
4, 11.506996, -6.192598000002526, 106.79775199999747
4, 11.673996, -6.192598000002526, 106.79755200000253
4, 11.840996, -6.192681999997474, 106.79778999999748
5, 11.005997, -6.192482000002526, 106.79778999999748
5, 11.1729965, -6.192557000002526, 106.79772800000252
5, 11.339996, -6.192756999997473, 106.79792799999747
5, 11.506996, -6.192864999997473, 106.79801799999747
5, 11.673996, -6.192598000002526, 106.79755200000253
5, 11.840996, -6.192681999997474, 106.79759000000253
6, 11.005997, -6.192756999997473, 106.79772800000252
6, 11.1729965, -6.192497000002526, 106.79778300000253
6, 11.339996, -6.192681999997474, 106.79759000000253
6, 11.506996, -6.192557000002526, 106.79772800000252
6, 11.673996, -6.192557000002526, 106.79792799999747
6, 11.840996, -6.192557000002526, 106.79792799999747
0, 11.005997, -6.192797999997474, 106.79755200000253
0, 11.1729965, -6.192665000002526, 106.79801799999747
0, 11.339996, -6.192696999997474, 106.79778300000253
0, 11.506996, -6.192681999997474, 106.79778999999748
0, 11.673996, -6.192756999997473, 106.79792799999747
0, 11.840996, -6.192497000002526, 106.79798299999747
1, 11.005997, -6.192497000002526, 106.79798299999747
1, 11.1729965, -6.192665000002526, 106.79801799999747
1, 11.339996, -6.192665000002526, 106.79801799999747
1, 11.506996, -6.192665000002526, 106.79801799999747
1, 11.673996, -6.192864999997473, 106.79781800000252
1, 11.840996, -6.192497000002526, 106.79778300000253
2, 11.005997, -6.177606999997474, 106.79286800000253
2, 11.1729965, -6.178214999997474, 106.79110800000252
2, 11.339996, -6.176411999997474, 106.79208099999748
2, 11.506996, -6.178139999997474, 106.79225299999747
2, 11.673996, -6.1774070000025265, 106.79306799999748
2, 11.840996, -6.176809000002526, 106.79059999999747
