@relation location
@attribute day numeric
@attribute hour numeric
@attribute lattitude numeric
@attribute longitude numeric
@data
0, 14.011993, -6.192797999997474, 106.79755200000253
0, 14.178993, -6.192497000002526, 106.79798299999747
0, 14.345993, -6.192864999997473, 106.79801799999747
0, 14.512993, -6.192482000002526, 106.79759000000253
0, 14.679993, -6.192864999997473, 106.79781800000252
0, 14.8469925, -6.192482000002526, 106.79759000000253
1, 14.011993, -6.192598000002526, 106.79775199999747
1, 14.178993, -6.192497000002526, 106.79798299999747
1, 14.345993, -6.192598000002526, 106.79775199999747
1, 14.512993, -6.192598000002526, 106.79775199999747
1, 14.679993, -6.192482000002526, 106.79759000000253
1, 14.8469925, -6.192665000002526, 106.79781800000252
2, 14.011993, -6.192812999997474, 106.79775800000253
2, 14.178993, -6.192756999997473, 106.79772800000252
2, 14.345993, -6.192696999997474, 106.79778300000253
2, 14.512993, -6.192557000002526, 106.79792799999747
2, 14.679993, -6.192797999997474, 106.79775199999747
2, 14.8469925, -6.192696999997474, 106.79798299999747
3, 14.011993, -6.192812999997474, 106.79795799999748
3, 14.178993, -6.192812999997474, 106.79775800000253
3, 14.345993, -6.192598000002526, 106.79775199999747
3, 14.512993, -6.192864999997473, 106.79781800000252
3, 14.679993, -6.192864999997473, 106.79781800000252
3, 14.8469925, -6.192665000002526, 106.79781800000252
4, 14.011993, -6.192497000002526, 106.79798299999747
4, 14.178993, -6.192482000002526, 106.79759000000253
4, 14.345993, -6.192613000002527, 106.79795799999748
4, 14.512993, -6.192598000002526, 106.79755200000253
4, 14.679993, -6.192497000002526, 106.79798299999747
4, 14.8469925, -6.192681999997474, 106.79759000000253
5, 14.011993, -6.192665000002526, 106.79781800000252
5, 14.178993, -6.192812999997474, 106.79795799999748
5, 14.345993, -6.192665000002526, 106.79801799999747
5, 14.512993, -6.192864999997473, 106.79781800000252
5, 14.679993, -6.192756999997473, 106.79772800000252
5, 14.8469925, -6.192665000002526, 106.79801799999747
6, 14.011993, -6.192665000002526, 106.79781800000252
6, 14.178993, -6.192696999997474, 106.79778300000253
6, 14.345993, -6.192665000002526, 106.79801799999747
6, 14.512993, -6.192557000002526, 106.79792799999747
6, 14.679993, -6.192557000002526, 106.79772800000252
6, 14.8469925, -6.192756999997473, 106.79792799999747
0, 14.011993, -6.192557000002526, 106.79792799999747
0, 14.178993, -6.192665000002526, 106.79781800000252
0, 14.345993, -6.192756999997473, 106.79772800000252
0, 14.512993, -6.192598000002526, 106.79755200000253
0, 14.679993, -6.192812999997474, 106.79775800000253
0, 14.8469925, -6.192812999997474, 106.79775800000253
1, 14.011993, -6.192756999997473, 106.79772800000252
1, 14.178993, -6.192797999997474, 106.79755200000253
1, 14.345993, -6.192497000002526, 106.79798299999747
1, 14.512993, -6.192598000002526, 106.79755200000253
1, 14.679993, -6.192665000002526, 106.79781800000252
1, 14.8469925, -6.192797999997474, 106.79755200000253
2, 14.011993, -6.192756999997473, 106.79772800000252
2, 14.178993, -6.192797999997474, 106.79775199999747
2, 14.345993, -6.192681999997474, 106.79759000000253
2, 14.512993, -6.192681999997474, 106.79759000000253
2, 14.679993, -6.192598000002526, 106.79775199999747
2, 14.8469925, -6.192756999997473, 106.79772800000252
3, 14.011993, -6.192598000002526, 106.79775199999747
3, 14.178993, -6.192797999997474, 106.79775199999747
3, 14.345993, -6.192756999997473, 106.79772800000252
3, 14.512993, -6.192797999997474, 106.79775199999747
3, 14.679993, -6.192864999997473, 106.79801799999747
3, 14.8469925, -6.192797999997474, 106.79775199999747
4, 14.011993, -6.192665000002526, 106.79801799999747
4, 14.178993, -6.192756999997473, 106.79772800000252
4, 14.345993, -6.192598000002526, 106.79755200000253
4, 14.512993, -6.192756999997473, 106.79772800000252
4, 14.679993, -6.192812999997474, 106.79775800000253
4, 14.8469925, -6.192557000002526, 106.79772800000252
5, 14.011993, -6.192613000002527, 106.79775800000253
5, 14.178993, -6.192557000002526, 106.79792799999747
5, 14.345993, -6.192665000002526, 106.79801799999747
5, 14.512993, -6.192797999997474, 106.79755200000253
5, 14.679993, -6.192756999997473, 106.79772800000252
5, 14.8469925, -6.192482000002526, 106.79759000000253
6, 14.011993, -6.192681999997474, 106.79778999999748
6, 14.178993, -6.192797999997474, 106.79755200000253
6, 14.345993, -6.192665000002526, 106.79781800000252
6, 14.512993, -6.192665000002526, 106.79781800000252
6, 14.679993, -6.192864999997473, 106.79801799999747
6, 14.8469925, -6.192482000002526, 106.79778999999748
0, 14.011993, -6.192864999997473, 106.79781800000252
0, 14.178993, -6.192864999997473, 106.79801799999747
0, 14.345993, -6.192482000002526, 106.79759000000253
0, 14.512993, -6.192797999997474, 106.79755200000253
0, 14.679993, -6.192598000002526, 106.79755200000253
0, 14.8469925, -6.192497000002526, 106.79798299999747
1, 14.011993, -6.192497000002526, 106.79778300000253
1, 14.178993, -6.192681999997474, 106.79759000000253
1, 14.345993, -6.192756999997473, 106.79772800000252
1, 14.512993, -6.192797999997474, 106.79755200000253
1, 14.679993, -6.192482000002526, 106.79778999999748
1, 14.8469925, -6.192557000002526, 106.79772800000252
2, 14.011993, -6.192696999997474, 106.79798299999747
2, 14.178993, -6.192681999997474, 106.79778999999748
2, 14.345993, -6.192665000002526, 106.79781800000252
2, 14.512993, -6.192696999997474, 106.79778300000253
2, 14.679993, -6.192696999997474, 106.79798299999747
2, 14.8469925, -6.192797999997474, 106.79755200000253
3, 14.011993, -6.192497000002526, 106.79798299999747
3, 14.178993, -6.192482000002526, 106.79778999999748
3, 14.345993, -6.192613000002527, 106.79795799999748
3, 14.512993, -6.192557000002526, 106.79792799999747
3, 14.679993, -6.192613000002527, 106.79795799999748
3, 14.8469925, -6.192613000002527, 106.79795799999748
4, 14.011993, -6.192864999997473, 106.79781800000252
4, 14.178993, -6.192812999997474, 106.79795799999748
4, 14.345993, -6.192681999997474, 106.79778999999748
4, 14.512993, -6.192665000002526, 106.79801799999747
4, 14.679993, -6.192756999997473, 106.79792799999747
4, 14.8469925, -6.192864999997473, 106.79781800000252
5, 14.011993, -6.192797999997474, 106.79775199999747
5, 14.178993, -6.192665000002526, 106.79801799999747
5, 14.345993, -6.192864999997473, 106.79781800000252
5, 14.512993, -6.192797999997474, 106.79775199999747
5, 14.679993, -6.192864999997473, 106.79781800000252
5, 14.8469925, -6.192598000002526, 106.79775199999747
6, 14.011993, -6.192812999997474, 106.79795799999748
6, 14.178993, -6.192557000002526, 106.79792799999747
6, 14.345993, -6.192557000002526, 106.79772800000252
6, 14.512993, -6.192665000002526, 106.79781800000252
6, 14.679993, -6.192598000002526, 106.79775199999747
6, 14.8469925, -6.192681999997474, 106.79759000000253
0, 14.011993, -6.192482000002526, 106.79778999999748
0, 14.178993, -6.192482000002526, 106.79759000000253
0, 14.345993, -6.192497000002526, 106.79798299999747
0, 14.512993, -6.192497000002526, 106.79778300000253
0, 14.679993, -6.192665000002526, 106.79781800000252
0, 14.8469925, -6.192557000002526, 106.79792799999747
1, 14.011993, -6.192598000002526, 106.79755200000253
1, 14.178993, -6.192557000002526, 106.79772800000252
1, 14.345993, -6.192598000002526, 106.79755200000253
1, 14.512993, -6.192696999997474, 106.79798299999747
1, 14.679993, -6.192756999997473, 106.79772800000252
1, 14.8469925, -6.192613000002527, 106.79775800000253
2, 14.011993, -6.192797999997474, 106.79755200000253
2, 14.178993, -6.192756999997473, 106.79772800000252
2, 14.345993, -6.192696999997474, 106.79798299999747
2, 14.512993, -6.192756999997473, 106.79792799999747
2, 14.679993, -6.192665000002526, 106.79801799999747
2, 14.8469925, -6.192665000002526, 106.79801799999747
3, 14.011993, -6.192812999997474, 106.79795799999748
3, 14.178993, -6.192812999997474, 106.79775800000253
3, 14.345993, -6.192557000002526, 106.79772800000252
3, 14.512993, -6.192797999997474, 106.79755200000253
3, 14.679993, -6.192598000002526, 106.79755200000253
3, 14.8469925, -6.192497000002526, 106.79778300000253
4, 14.011993, -6.192613000002527, 106.79775800000253
4, 14.178993, -6.192756999997473, 106.79792799999747
4, 14.345993, -6.192756999997473, 106.79772800000252
4, 14.512993, -6.192665000002526, 106.79781800000252
4, 14.679993, -6.192613000002527, 106.79775800000253
4, 14.8469925, -6.192797999997474, 106.79755200000253
5, 14.011993, -6.192482000002526, 106.79778999999748
5, 14.178993, -6.192613000002527, 106.79795799999748
5, 14.345993, -6.192812999997474, 106.79775800000253
5, 14.512993, -6.192598000002526, 106.79775199999747
5, 14.679993, -6.192756999997473, 106.79792799999747
5, 14.8469925, -6.192598000002526, 106.79755200000253
6, 14.011993, -6.192482000002526, 106.79778999999748
6, 14.178993, -6.192864999997473, 106.79781800000252
6, 14.345993, -6.192482000002526, 106.79778999999748
6, 14.512993, -6.192613000002527, 106.79775800000253
6, 14.679993, -6.192482000002526, 106.79759000000253
6, 14.8469925, -6.192613000002527, 106.79775800000253
0, 14.011993, -6.192864999997473, 106.79781800000252
0, 14.178993, -6.192696999997474, 106.79778300000253
0, 14.345993, -6.192812999997474, 106.79775800000253
0, 14.512993, -6.192797999997474, 106.79775199999747
0, 14.679993, -6.192665000002526, 106.79781800000252
0, 14.8469925, -6.192756999997473, 106.79772800000252
1, 14.011993, -6.192681999997474, 106.79759000000253
1, 14.178993, -6.192681999997474, 106.79759000000253
1, 14.345993, -6.192665000002526, 106.79801799999747
1, 14.512993, -6.192812999997474, 106.79775800000253
1, 14.679993, -6.192696999997474, 106.79778300000253
1, 14.8469925, -6.192557000002526, 106.79792799999747
2, 14.011993, -6.177791000002526, 106.78982799999747
2, 14.178993, -6.177887000002526, 106.79241299999747
